"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemHesDP8000","0x0500","HES","DP8000-16","0","4","y","n",""
"OemPharosf","0x04ff","Pharos Architectural Controls","OemPharosf","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharose","0x04fe","Pharos Architectural Controls","OemPharose","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharosd","0x04fd","Pharos Architectural Controls","OemPharosd","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharosc","0x04fc","Pharos Architectural Controls","OemPharosc","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharosb","0x04fb","Pharos Architectural Controls","OemPharosb","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharosa","0x04fa","Pharos Architectural Controls","OemPharosa","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos9","0x04f9","Pharos Architectural Controls","OemPharos9","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos8","0x04f8","Pharos Architectural Controls","OemPharos8","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos7","0x04f7","Pharos Architectural Controls","OemPharos7","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos6","0x04f6","Pharos Architectural Controls","OemPharos6","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos5","0x04f5","Pharos Architectural Controls","OemPharos5","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos4","0x04f4","Pharos Architectural Controls","OemPharos4","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharos3","0x04f3","Pharos Architectural Controls","OemPharos3","0","0","n","n","https://www.pharoscontrols.com/"
"OemPharosLpc2","0x04f2","Pharos Architectural Controls","OemPharosLpc2","0","2","n","n","https://www.pharoscontrols.com/"
"OemPharosLpc1","0x04f1","Pharos Architectural Controls","OemPharosLpc1","0","1","n","n","https://www.pharoscontrols.com/"
"OemPharosLpcx","0x04f0","Pharos Architectural Controls","LPCX","1","4","n","n","https://www.pharoscontrols.com/"
"OemWybron0","0x04e0","Wybron","PSU. 2","0","2","n","n","http:\\www.wybron.com/"
"OemXilver0","0x04d0","Team Projects","Xilver Controller","0","0","n","n",""
"OemMadrixf","0x04cf","inoage","OemMadrixf","0","0","n","n","http:\\www.inoage.com/"
"OemMadrixe","0x04ce","inoage","Aura","32","32","n","y","http:\\www.inoage.com/"
"OemMadrixd","0x04cd","inoage","OemMadrixd","0","0","n","n","http:\\www.inoage.com/"
"OemMadrixc","0x04cc","inoage","Madrix5","4","4","n","n","http:\\www.inoage.com/"
"OemMadrixb","0x04cb","inoage","Orion","1","0","y","n","http:\\www.inoage.com/"
"OemMadrixa","0x04ca","inoage","Stella","2","2","y","n","http:\\www.inoage.com/"
"OemMadrix9","0x04c9","inoage","Nebula","0","4","y","n","http:\\www.inoage.com/"
"OemMadrix8","0x04c8","inoage","LUNA 16","0","4","y","n","http:\\www.inoage.com/"
"OemMadrix7","0x04c7","inoage","LUNA 4","1","4","y","n","http:\\www.inoage.com/"
"OemMadrix6","0x04c6","inoage","OemMadrix6","0","0","n","n","http:\\www.inoage.com/"
"OemMadrix5","0x04c5","inoage","LUNA 8","0","4","y","n","http:\\www.inoage.com/"
"OemMadrix4","0x04c4","inoage","MADRIX 3","0","4","n","n","http:\\www.inoage.com/"
"OemMadrix3","0x04c3","inoage","PLEXUS","2","2","y","y","http:\\www.inoage.com/"
"OemMadrix2","0x04c2","inoage","Snuffler","4","0","y","n","http:\\www.inoage.com/"
"OemGlpIon1","0x04c1","GLP","Ion.control.pc","0","1","n","n",""
"OemMadrix1","0x04c0","inoage","Madrix 2","0","1","n","n","http:\\www.inoage.com/"
"OemMaf","0x04bf","MA Lighting","OemMaf","0","0","n","n","http:\\www.malighting.com/"
"OemMae","0x04be","MA Lighting","OemMae","0","0","n","n","http:\\www.malighting.com/"
"OemMad","0x04bd","MA Lighting","OemMad","0","0","n","n","http:\\www.malighting.com/"
"OemMac","0x04bc","MA Lighting","OemMac","0","0","n","n","http:\\www.malighting.com/"
"OemMab","0x04bb","MA Lighting","OemMab","0","0","n","n","http:\\www.malighting.com/"
"OemMaa","0x04ba","MA Lighting","OemMaa","0","0","n","n","http:\\www.malighting.com/"
"OemMaDot2NodeX","0x04b9","MA Lighting","Dot2 X-Port nodes","0","0","n","n","http:\\www.malighting.com/"
"OemMaDot2VPU","0x04b8","MA Lighting","Dot2 VPU","0","0","n","n","http:\\www.malighting.com/"
"OemMaDot2Console","0x04b7","MA Lighting","Dot2 console and Dot2OnPC","0","0","n","n","http:\\www.malighting.com/"
"OemMaXPortNode","0x04b6","MA Lighting","MA 2,4,8 Port Node, programmable io","0","0","n","n","http:\\www.malighting.com/"
"OemMaVPU","0x04b5","MA Lighting","VPU","0","0","n","n","http:\\www.malighting.com/"
"OemMaConsole","0x04b4","MA Lighting","GrandMA2 Consoles and OnPC","0","0","n","n","http:\\www.malighting.com/"
"OemMaMaRemote","0x04b3","MA Lighting","Remote","0","0","n","n","http:\\www.malighting.com/"
"OemMaNdp","0x04b2","MA Lighting","Ndp","0","0","n","n","http:\\www.malighting.com/"
"OemMaNsp","0x04b1","MA Lighting","Nsp","0","4","y","y","http:\\www.malighting.com/"
"OemMa2PortNode","0x04b0","MA Lighting","2 Port Node","0","2","y","n","http:\\www.malighting.com/"
"OemOpenClearf","0x049f","Open Clear","OemOpenClearf","0","0","n","n",""
"OemOpenCleare","0x049e","Open Clear","OemOpenCleare","0","0","n","n",""
"OemOpenCleard","0x049d","Open Clear","OemOpenCleard","0","0","n","n",""
"OemOpenClearc","0x049c","Open Clear","OemOpenClearc","0","0","n","n",""
"OemOpenClearb","0x049b","Open Clear","OemOpenClearb","0","0","n","n",""
"OemOpenCleara","0x049a","Open Clear","OemOpenCleara","0","0","n","n",""
"OemOpenClear9","0x0499","Open Clear","OemOpenClear9","0","0","n","n",""
"OemOpenClear8","0x0498","Open Clear","OemOpenClear8","0","0","n","n",""
"OemOpenClear7","0x0497","Open Clear","OemOpenClear7","0","0","n","n",""
"OemOpenClear6","0x0496","Open Clear","OemOpenClear6","0","0","n","n",""
"OemOpenClear5","0x0495","Open Clear","OemOpenClear5","0","0","n","n",""
"OemOpenClear4","0x0494","Open Clear","OemOpenClear4","0","0","n","n",""
"OemOpenClear3","0x0493","Open Clear","OemOpenClear3","0","0","n","n",""
"OemOpenClear2","0x0492","Open Clear","OemOpenClear2","0","0","n","n",""
"OemOpenClear1","0x0491","Open Clear","OemOpenClear1","0","0","n","n",""
"OemOpenClear0","0x0490","Open Clear","OemOpenClear0","0","0","n","n",""
"OemLssPowerDim","0x0475","LSS Lighting","Powerdim","0","2","y","y","http:\\www.lss-lighting.de/"
"OemLssMasterMini","0x0474","LSS Lighting","Master Port Mini","0","1","y","y","http:\\www.lss-lighting.de/"
"OemLssRailController","0x0473","LSS Lighting","Rail Controller Profibus","0","0","n","n","http:\\www.lss-lighting.de/"
"OemLssMasterGate","0x0472","LSS Lighting","MasterGate Profibus interface","0","0","n","n","http:\\www.lss-lighting.de/"
"OemSeanChrisLxRem","0x0471","Sean Christopher","The Lighting Remote","4","4","y","n",""
"OemSeanChrisProjPal","0x0470","Sean Christopher","Projection Pal","1","0","y","y",""
"OemDomDvNetDmx","0x0460","Dom Dv","NetDmx","1","1","y","n",""
"OemSystemPixGate","0x0452","Schnick-Schnack-Systems","Pix Gate","0","4","y","n","http:\\schnickschnacksystems.com/en/"
"OemSystemOne","0x0451","Schnick-Schnack-Systems","SysOne","0","2","y","n","http:\\schnickschnacksystems.com/en/"
"OemSystemNet4e","0x0450","Schnick-Schnack-Systems","Systemnetzteil 4E","0","4","y","n","http:\\schnickschnacksystems.com/en/"
"OemTeamXlntOp","0x0441","XLNT","OemTeamXlntOp","0","2","y","n","http:\\www.xlnt-at.com/"
"OemTeamXlntIp","0x0440","XLNT","OemTeamXlntIp","2","0","y","n","http:\\www.xlnt-at.com/"
"OemSnLlaLive","0x0431","Simon Newton","LLA Live","4","4","n","y",""
"OemSnLibArtNet","0x0430","Simon Newton","LibArtNet","4","4","n","y",""
"OemBotex1","0x0420","Botex","OemBotex1","2","2","y","n",""
"OemPathportI1","0x0413","Pathport","1 in","1","0","y","y",""
"OemPathportO1","0x0412","Pathport","1 out","0","1","y","y",""
"OemPathportI2","0x0411","Pathport","2 in","2","0","y","y",""
"OemPathportO2","0x0410","Pathport","2 out","0","2","y","y",""
"OemAudioSceneI","0x0401","Audio Scene","OemAudioSceneI","2","0","y","n",""
"OemAudioSceneO","0x0400","Audio Scene","OemAudioSceneO","0","2","y","n",""
"OemHorizon1","0x03f0","Horizon","Horizon Controller","0","0","n","n",""
"OemLehighDx2","0x03e0","Lehigh Electric Products Co","DX2 Dimming Rack","2","1","y","n","http:\\www.lehighdim.com/lw2/index.php"
"OemRbPixelMad1","0x03d0","Bleasdale","PixelMad","0","0","n","n",""
"OemHesCatalyst1","0x03c0","Catalyst","Catalyst","0","0","n","n",""
"OemSunLiteMagic3d","0x03b1","Nicolaudie","Magic 3D","0","4","y","n","http:\\www.nicolaudie.com/"
"OemSunLiteEsaip","0x03b0","Nicolaudie","Easy","0","1","y","n","http:\\www.nicolaudie.com/"
"OemDesNeli","0x03a0","DES","NELI","1","1","y","n",""
"OemDeShowGate","0x0390","Digital Enlightenment","ShowGate","4","4","y","n","http:\\www.digital-enlightenment.de/usbdmx.htm"
"OemArkaosVjd","0x0380","Arkaos","V J DMX","1","0","y","n","https://www.arkaos.net/"
"OemKissBox","0x0370","Kiss-Box","DMX Box","1","1","y","y","http:\\www.kissbox.nl/"
"OemElink2048","0x0362","Ecue","Ecue 2048","0","4","y","n","http:\\www.ecue.com/"
"OemElink1024","0x0361","Ecue","Ecue 1024","0","2","y","n","http:\\www.ecue.com/"
"OemElink512","0x0360","Ecue","Ecue 512","0","1","y","n","http:\\www.ecue.com/"
"OemBfEtherMuxDesk","0x0352","Bigfoot","EtherMux Desktop","0","1","y","n",""
"OemBfEtherMuxServ","0x0351","Bigfoot","EtherMux Server","1","1","y","n",""
"OemBfEtherMuxRem","0x0350","Bigfoot","EtherMux Remote","1","0","y","n",""
"OemAvoTitan","0x0343","Avolites","Titan","0","4","y","n","http:\\www.avolites.com/"
"OemAvoPearlOff","0x0342","Avolites","Peal offline","0","4","y","n","http:\\www.avolites.com/"
"OemAvoD4Elite","0x0341","Avolites","Diamond 4 elite","0","8","y","n","http:\\www.avolites.com/"
"OemAvoD4Vision","0x0340","Avolites","Diamond 4 Vision","0","8","y","n","http:\\www.avolites.com/"
"OemBlueHyst","0x0330","Invisible Rival","Blue Hysteria","2","2","y","n",""
"OemEthLumiMon","0x0323","Luminex LCE","LumiNet Monitor","0","0","n","y","http:\\www.luminex.be/"
"OemEthDmx4","0x0322","Luminex LCE","Ethernet-DMX4","4","4","y","n","http:\\www.luminex.be/"
"OemEthDmx2","0x0321","Luminex LCE","Ethernet-DMX2","2","2","y","n","http:\\www.luminex.be/"
"OemEthDmx8","0x0320","Luminex LCE","Ethernet-DMX8","4","4","y","n","http:\\www.luminex.be/"
"OemStarGate","0x0310","Sunset Dynamics","StarGateDMX","4","4","y","n","http:\\www.sunsetdynamics.com/"
"OemGoldf","0x030f","Gold Stage","OemGoldf","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGolde","0x030e","Gold Stage","OemGolde","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldd","0x030d","Gold Stage","OemGoldd","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldc","0x030c","Gold Stage","OemGoldc","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldb","0x030b","Gold Stage","OemGoldb","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGolda","0x030a","Gold Stage","OemGolda","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold9","0x0309","Gold Stage","OemGold9","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldKTG5S","0x0308","Gold Stage","KTG-55 Dimmer","2","0","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold7","0x0307","Gold Stage","OemGold7","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold6","0x0306","Gold Stage","OemGold6","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldIII","0x0305","Gold Stage","Goldstage III Light Console","0","1","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldGT96","0x0304","Gold Stage","GT-96","0","1","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold3","0x0303","Gold Stage","OemGold3","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold2","0x0302","Gold Stage","OemGold2","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldIp","0x0301","Gold Stage","DMX-net-I","2","0","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldOp","0x0300","Gold Stage","DMX-net-O","0","2","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemAux5Up2","0x028b","Artistic Licence Engineering Ltd","AL OEM U5","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux5Down2","0x028a","Artistic Licence Engineering Ltd","AL OEM D5","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux4Up2","0x0289","Artistic Licence Engineering Ltd","AL OEM U4","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux4Down2","0x0288","Artistic Licence Engineering Ltd","AL OEM D4","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux3Up2","0x0287","Artistic Licence Engineering Ltd","AL OEM U3","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux3Down2","0x0286","Artistic Licence Engineering Ltd","AL OEM D3","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux2Up2","0x0285","Artistic Licence Engineering Ltd","AL OEM U2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux2Down2","0x0284","Artistic Licence Engineering Ltd","AL OEM D2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux1Up2","0x0283","Artistic Licence Engineering Ltd","AL OEM U1","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux1Down2","0x0282","Artistic Licence Engineering Ltd","AL OEM D1","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemLscUpLynx2","0x0281","LSC","LSC Up-Lynx 2","2","0","y","n","http:\\www.lsclighting.com/"
"OemLscDownLynx2","0x0280","LSC","LSC Down-Lynx 2","0","2","y","y","http:\\www.lsclighting.com/"
"OemAdbUpLynx2","0x0271","ADB","ADB Up-Lynx 2","2","0","y","n","http:\\www.adblighting.com/"
"OemAdbDownLynx2","0x0270","ADB","ADB Down-Lynx 2","0","2","y","y","http:\\www.adblighting.com/"
"OemGdUpLynx2","0x0251","Goddard Design Company","GDC Ulynx 2","2","0","y","n","http:\\www.goddarddesign.com"
"OemGdDownLynx2","0x0250","Goddard Design Company","GDC Dlynx 2","0","2","y","y","http:\\www.goddarddesign.com"
"OemDfdUpLynx2","0x0231","Doug Fleenor Design Inc","DFD Ulynx 2","2","0","y","n","http:\\www.dfd.com/"
"OemDfdDownLynx2","0x0230","Doug Fleenor Design Inc","DFD Dlynx 2","0","2","y","y","http:\\www.dfd.com/"
"OemRadioLynxIp2","0x0217","Artistic Licence Engineering Ltd","Radio-Lynx IP 2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemRadioLynxOp2","0x0216","Artistic Licence Engineering Ltd","Radio-Lynx OP 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemNetLynxIp2","0x0215","Artistic Licence Engineering Ltd","Net-Lynx IP 2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemNetLynxOp2","0x0214","Artistic Licence Engineering Ltd","Net-Lynx OP 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemTrussLynxIp2","0x0213","Artistic Licence Engineering Ltd","Truss-Lynx 2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemTrussLynxOp2","0x0212","Artistic Licence Engineering Ltd","Truss-Lynx 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemUpLynx2","0x0211","Artistic Licence Engineering Ltd","Up-Lynx 2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemDownLynx2","0x0210","Artistic Licence Engineering Ltd","Down-Lynx 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemRobeController","0x01f1","Robe","Robe 4-4","4","4","y","n","http:\\www.robe.cz/"
"OemRobeIle","0x01f0","Robe","ILE","1","1","y","n","http:\\www.robe.cz/"
"OemVnrBooster","0x01e0","VNR","Merger-Booster","4","4","y","n","http:\\www.vnrsa.ch/glob/"
"OemHippo1","0x01d0","Green Hippo","Hippotizer","1","0","n","n","http:\\www.green-hippo.com/"
"OemOpenlux","0x01c0","Nondim Enterprises","Openlux","4","4","y","n",""
"OemEdiEdig","0x01b0","EDI","Edig","4","4","y","n",""
"OemIesf","0x01af","LES","LES f","0","0","n","n",""
"OemIese","0x01ae","LES","LES e","0","0","n","n",""
"OemIesd","0x01ad","LES","LES d","0","0","n","n",""
"OemIesc","0x01ac","LES","LES c","0","0","n","n",""
"OemIesb","0x01ab","LES","LES b","0","0","n","n",""
"OemIesa","0x01aa","LES","LES a","0","0","n","n",""
"OemIes9","0x01a9","LES","LES 9","0","0","n","n",""
"OemIes8","0x01a8","LES","LES 8","0","0","n","n",""
"OemIes7","0x01a7","LES","LES 7","0","0","n","n",""
"OemIes6","0x01a6","LES","LES 6","0","0","n","n",""
"OemIes5","0x01a5","LES","LES 5","0","0","n","n",""
"OemIes4","0x01a4","LES","LES 4","0","0","n","n",""
"OemIes3","0x01a3","LES","LES 3","0","0","n","n",""
"OemIesMatrix","0x01a2","LES","Matrix","0","2","n","n",""
"OemIesExecutive","0x01a1","LES","Executive","0","2","n","n",""
"OemIesPbx","0x01a0","LES","PBX","0","1","n","n",""
"OemEnttecf","0x019f","Enttec","Enttec f","0","0","n","n","http:\\www.enttec.com"
"OemEnttece","0x019e","Enttec","Enttec e","0","0","n","n","http:\\www.enttec.com"
"OemEnttecd","0x019d","Enttec","Enttec d","0","0","n","n","http:\\www.enttec.com"
"OemEnttecc","0x019c","Enttec","Enttec c","0","0","n","n","http:\\www.enttec.com"
"OemEnttecb","0x019b","Enttec","Enttec b","0","0","n","n","http:\\www.enttec.com"
"OemEntteca","0x019a","Enttec","Enttec a","0","0","n","n","http:\\www.enttec.com"
"OemEnttec9","0x0199","Enttec","Enttec 9","0","0","n","n","http:\\www.enttec.com"
"OemEnttec8","0x0198","Enttec","Enttec 8","0","0","n","n","http:\\www.enttec.com"
"OemEnttec7","0x0197","Enttec","Enttec 7","0","0","n","n","http:\\www.enttec.com"
"OemEnttec6","0x0196","Enttec","Enttec 6","0","0","n","n","http:\\www.enttec.com"
"OemEnttec5","0x0195","Enttec","Enttec 5","0","0","n","n","http:\\www.enttec.com"
"OemEnttec4","0x0194","Enttec","Enttec 4","0","0","n","n","http:\\www.enttec.com"
"OemEnttec3","0x0193","Enttec","Enttec 3","0","0","n","n","http:\\www.enttec.com"
"OemEnttec2","0x0192","Enttec","Enttec 2","0","0","n","n","http:\\www.enttec.com"
"OemEnttec1","0x0191","Enttec","Enttec 1","0","0","n","n","http:\\www.enttec.com"
"OemEnttec0","0x0190","Enttec","Enttec 0","0","0","n","n","http:\\www.enttec.com"
"OemMaxP3SysCon","0x0181","Martin","P3 System Controller","0","4","n","y","http:\\www.martin.com/"
"OemMaxNode4","0x0180","Martin","Maxxyz Node","4","4","y","n","http:\\www.martin.com/"
"OemPixiPowerF1a","0x0120","Artistic Licence Engineering Ltd","Pixi-Power F1a","0","2","n","y","http:\\www.ArtisticLicence.com"
"OemCataLynxf","0x011f","Artistic Licence Engineering Ltd","Cata-Lynx Exp f","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxe","0x011e","Artistic Licence Engineering Ltd","Cata-Lynx Exp e","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxd","0x011d","Artistic Licence Engineering Ltd","Cata-Lynx Exp d","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxc","0x011c","Artistic Licence Engineering Ltd","Cata-Lynx Exp c","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxb","0x011b","Artistic Licence Engineering Ltd","Cata-Lynx Exp b","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynxa","0x011a","Artistic Licence Engineering Ltd","Cata-Lynx Exp a","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx9","0x0119","Artistic Licence Engineering Ltd","Cata-Lynx Exp 9","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx8","0x0118","Artistic Licence Engineering Ltd","Cata-Lynx Exp 8","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx7","0x0117","Artistic Licence Engineering Ltd","Cata-Lynx Exp 7","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx6","0x0116","Artistic Licence Engineering Ltd","Cata-Lynx Exp 6","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx5","0x0115","Artistic Licence Engineering Ltd","Cata-Lynx Exp 5","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx4","0x0114","Artistic Licence Engineering Ltd","Cata-Lynx Exp 4","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx3","0x0113","Artistic Licence Engineering Ltd","Cata-Lynx Exp 3","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx2","0x0112","Artistic Licence Engineering Ltd","Cata-Lynx Exp 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx1","0x0111","Artistic Licence Engineering Ltd","Cata-Lynx Exp 1","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx","0x0110","Artistic Licence Engineering Ltd","Cata-Lynx","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxf","0x010f","Artistic Licence Engineering Ltd","Ether-Lynx Exp f","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxe","0x010e","Artistic Licence Engineering Ltd","Ether-Lynx Exp e","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxd","0x010d","Artistic Licence Engineering Ltd","Ether-Lynx Exp d","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxc","0x010c","Artistic Licence Engineering Ltd","Ether-Lynx Exp c","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxb","0x010b","Artistic Licence Engineering Ltd","Ether-Lynx Exp b","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxa","0x010a","Artistic Licence Engineering Ltd","Ether-Lynx Exp a","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx9","0x0109","Artistic Licence Engineering Ltd","Ether-Lynx Exp 9","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx8","0x0108","Artistic Licence Engineering Ltd","Ether-Lynx Exp 8","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx7","0x0107","Artistic Licence Engineering Ltd","Ether-Lynx Exp 7","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx6","0x0106","Artistic Licence Engineering Ltd","Ether-Lynx Exp 6","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx5","0x0105","Artistic Licence Engineering Ltd","Ether-Lynx Exp 5","2","4","y","y","http:\\www.ArtisticLicence.com"
